color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,adj_gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,adj_budg,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,colordum
Color,Jonathan Levine,147,99,129,362,Aaron Yoo,976,2077046,2315367.549,Comedy|Drama|Romance,Mary-Kate Olsen,The Wackness ,27266,2748,Method Man,2,ice cream|marijuana|new york city|summer|therapy,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,75,English,USA,R,6000000,6688443.728,2008,617,7,2.35,0,1
Color,Rick Bieber,16,90,11,316,Kendrick Cross,767,399611,439838.5611,Biography|Drama|Sport,Aidan Quinn,The 5th Quarter ,1245,2370,Sammy Nagi Njuguna,2,athletic training|football practice|funeral|gymnasium|man crying,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,29,English,USA,PG,6000000,6604000.807,2010,529,5.7,1.85,0,1
Color,Shana Feste,63,96,19,71,Zoë Kravitz,1000,115862,129617.227,Drama|Romance,Jennifer Ehle,The Greatest ,7394,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,50,English,USA,R,6000000,6712324.681,2009,943,6.7,2.35,0,1
Color,Stefan Ruzowitzky,162,95,24,874,Olivia Wilde,16000,65804,68788.47282,Crime|Drama|Thriller,Charlie Hunnam,Deadfall ,32512,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86,English,USA,R,12000000,12544247.67,2012,10000,6.3,2.35,0,1
Color,Kate Barker-Froyland,43,86,4,444,Shawn Parsons,11000,20200,20479.10499,Drama|Music,Anne Hathaway,Song One ,6797,12772,Li Jun Li,1,musician|number in title|recording|sibling,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,21,English,USA,PG-13,6000000,6082902.474,2014,485,5.8,,0,1
Color,John Sayles,68,141,407,501,Edie Falco,688,3064356,4088198.391,Drama|Romance,Miguel Ferrer,Sunshine State ,3433,2584,Timothy Hutton,6,african american|business|coastline|florida|real estate,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,81,English,USA,PG-13,5600000,7471035.019,2002,659,6.9,1.85,160,1
Color,Preston A. Whitmore II,25,95,17,255,Wayne Brady,592,7009668,8345086.248,Action|Sport,Wesley Jonathan,Crossover ,8707,2000,Eva Marcille,6,african american|basketball|basketball movie|critically bashed|tv commercial,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,36,English,USA,PG-13,5600000,6666861.111,2006,378,2.1,1.85,244,1
Color,Joseph Gordon-Levitt,364,90,23000,694,Scarlett Johansson,23000,24475193,25215888.11,Comedy|Drama|Romance,Joseph Gordon-Levitt,Don Jon ,190494,44265,Tony Danza,1,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,314,English,USA,R,3000000,3090789.287,2013,19000,6.6,2.35,33000,1
Color,James Toback,27,99,56,781,Eric Stoltz,4000,56007,75901.02794,Comedy|Crime|Drama|Romance|Thriller,Sarah Michelle Gellar,Harvard Man ,3754,6776,Joey Lauren Adams,3,basketball|cheerleader|college|harvard|philosophy,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,69,English,USA,R,5500000,7453633.54,2001,902,4.9,2.35,113,1
Color,George Ratliff,48,96,3,38,Cree Kelly,472,27445,29283.45958,Action|Comedy|Drama|Thriller,Jim Gaffigan,Salvation Boulevard ,3788,561,Mike Eshaq,5,cross|doused with gasoline|pastor|security guard|shower,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,31,English,USA,R,9000000,9602883.448,2011,39,5.3,1.85,1000,1
Color,David Wain,65,96,136,139,Ken Marino,4000,766487,887420.3831,Comedy|Romance,Jon Hamm,The Ten ,15315,4883,Ron Silver,4,death|mexico|sabbath|surgeon|ten stories,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,117,English,USA,R,5250000,6078324.891,2007,543,5,1.85,915,1
Color,Henry Koster,42,135,28,275,Jean Simmons,726,36000000,323604943.8,Drama|History,Richard Burton,The Robe ,6359,1920,Victor Mature,1,box office hit|crucifixion|nightmare|palestine|robe,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,69,English,USA,Unrated,5000000,44945131.09,1953,422,6.8,2.2,0,1
Color,Patty Jenkins,185,109,260,592,Bruce Dern,9000,34468224,44959864.33,Biography|Crime|Drama|Thriller,Charlize Theron,Monster ,105568,11736,Pruitt Taylor Vince,2,beach|female criminal|hooker|lesbian|prostitute,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,533,English,USA,R,4500000,5869736.413,2003,844,7.3,1.85,0,1
Color,Nat Faxon,276,103,214,424,Liam James,7000,21501098,22151787.79,Comedy|Drama,Steve Carell,The Way Way Back ,115813,8375,Jim Rash,1,awkward boy|shy kid|summer|vacation|water park,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,216,English,USA,PG-13,5000000,5151315.479,2013,468,7.4,1.85,22000,1
Color,Robert Duvall,95,134,3000,77,Todd Allen,205,20733485,31004246.32,Drama,John Beasley,The Apostle ,11622,428,June Carter Cash,1,church|louisiana|minister|preacher|texas,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,157,English,USA,PG-13,5000000,7476853.583,1997,130,7.2,1.85,1000,1
Color,Jesse Peretz,179,90,37,1000,Adam Scott,11000,24809547,26471465.36,Comedy|Drama,Zooey Deschanel,Our Idiot Brother ,74875,15710,Steve Coogan,1,art model|farmer|jail|nude model|three sisters,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115,English,USA,R,5000000,5334935.249,2011,3000,6.4,1.85,11000,1
Color,Tim Blake Nelson,92,95,596,697,Andrew Keegan,1000,16017403,21706882.22,Drama|Romance|Thriller,Mekhi Phifer,O ,17333,3300,John Heard,2,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153,English,USA,R,5000000,6776030.491,2001,835,6.2,1.85,0,1
Color,Kasi Lemmons,31,109,148,426,Lynn Whitfield,2000,14821531,22163683.43,Drama,Jurnee Smollett-Bell,Eve's Bayou ,6915,3843,Diahann Carroll,2,doctor|louisiana|secret|title directed by female|witchcraft,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,209,English,USA,R,6000000,8972224.299,1997,434,7.3,1.85,599,1
Color,Richard Glatzer,309,101,25,423,Hunter Parrish,17000,18656400,18914176.95,Drama,Kristen Stewart,Still Alice ,86077,19673,Seth Gilliam,1,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,195,English,USA,PG-13,5000000,5069085.395,2014,2000,7.5,1.85,45000,1
Color,Joel Zwick,168,95,38,249,Louis Mandylor,567,241437427,322104905.7,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding ,102071,1495,Lainie Kazan,3,baptism|greek|greek restaurant|prejudice|travel agency,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,756,English,USA,PG,5000000,6670566.982,2002,312,6.6,1.85,5000,1
Color,Harmony Korine,444,94,520,192,Heather Morris,11000,14123773,14764342.21,Crime|Drama,James Franco,Spring Breakers ,108683,12306,Rachel Korine,4,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,561,English,USA,R,5000000,5226769.863,2012,892,5.3,2.35,25000,1
Color,Mickey Liddell,74,82,7,664,Randy Wayne,1000,13350177,14881984.6,Drama|Horror|Thriller,Jessica Lowndes,The Haunting of Molly Hartley ,7904,4856,Haley Bennett,5,18th birthday|birthday|community center|resurrection|teenager,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,113,English,USA,PG-13,5000000,5573703.107,2008,984,3.8,1.85,562,1
Color,John Sayles,68,135,407,111,Clifton James,11000,13269963,20298814.59,Drama|Mystery,Matthew McConaughey,Lone Star ,23202,11400,Miriam Colon,2,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,173,English,USA,R,5000000,7648406.628,1996,189,7.6,2.35,0,1
Color,Barry Levinson,42,110,272,551,Daniel Stern,801,14100000,35068380.31,Comedy|Drama,Steve Guttenberg,Diner ,14995,2943,Ellen Barkin,6,baltimore colts|diner|marriage|salesman|wedding,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,87,English,USA,R,5000000,12435595.85,1982,796,7.2,1.85,0,1
Color,Michael Tiddes,59,92,89,355,Mike Epps,729,11675178,11675178,Comedy,Fred Willard,Fifty Shades of Black ,9509,2848,Russell Peters,4,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53,English,USA,R,5000000,5000000,2016,706,3.5,,11000,1
Color,Bill Duke,45,99,1000,409,Jenifer Lewis,849,10572742,11827946.18,Drama|Romance,Eddie Cibrian,Not Easily Broken ,2326,2269,Wood Harris,1,african american protagonist|based on novel|title spoken by character,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,21,English,USA,PG-13,8000000,8949766.241,2009,578,6.1,1.85,738,1
Color,Bille Woodruff,12,96,23,503,Brandy Norwood,927,9658370,9658370,Comedy|Romance,Donald Faison,The Perfect Match ,1180,3552,Lauren London,6,,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9,English,USA,R,5000000,5000000,2016,509,4.5,,740,1
Color,Brian Dannelly,121,92,12,797,Patrick Fugit,3000,8786715,11163965.63,Comedy|Drama,Macaulay Culkin,Saved! ,40274,5668,Eva Amurri Martino,5,christian|jewish|pastor|school|virginity,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,English,USA,PG-13,5000000,6352752.779,2004,835,6.9,1.85,0,1
Color,J.S. Cardone,56,90,23,560,Kerr Smith,847,6755271,9154784.455,Horror|Thriller,Brendan Fehr,The Forsaken ,7319,3004,Izabella Miko,4,flashing breasts|hitchhiker|vampire|vampire hunter|virus,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,131,English,USA,R,5000000,6776030.491,2001,591,5.3,1.85,327,1
Color,Jay Levey,59,150,3,448,Gedde Watanabe,859,6157157,11917425.65,Comedy|Drama,Fran Drescher,UHF ,21416,3942,Michael Richards,1,gambling|imagination|television|television station|tv show,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,198,English,USA,PG-13,5000000,9677701.613,1989,448,7,1.85,0,1
Color,Jon Favreau,81,95,4000,334,Faizon Love,4000,5308707,7194392.1,Comedy|Crime|Drama|Thriller,Jon Favreau,Made ,15053,5245,Jonathan Silverman,2,friendship|loudmouth|money laundering|new york city|stripper,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,165,English,USA,R,5000000,6776030.491,2001,585,6.4,1.85,393,1
Color,Dan Rush,155,97,7,939,Scott Takeda,8000,2711210,2984138.838,Comedy|Drama,Will Ferrell,Everything Must Go ,40305,10517,Stephen Root,1,alcoholic|beer|bicycle|new neighbor|yard sale,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,English,USA,R,5000000,5503334.006,2010,981,6.4,2.35,0,1
Color,Jake Kasdan,81,116,52,102,Ryan O'Neal,624,1980338,2915920.137,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Zero Effect ,12366,1209,Angela Featherstone,2,blackmail|client|private detective|private investigator|tycoon,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,151,English,USA,R,5000000,7362177.914,1998,385,7,1.85,507,1
Color,Michael Cuesta,163,112,52,688,Paz Vega,10000,2445646,2479437.684,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Kill the Messenger ,32382,12897,Robert Pralgo,1,based on true story|cia|cocaine|journalist|smear campaign,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99,English,USA,R,5000000,5069085.395,2014,963,7,2.35,13000,1
Color,Fenton Bailey,39,98,13,600,Mia Kirshner,3000,296665,386965.634,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster ,12675,5185,Marilyn Manson,1,drug dealer|drugs|gay|homosexual|party,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158,English,USA,R,5000000,6521929.348,2003,971,6.3,1.85,0,1
Color,Kevin Spacey,37,97,18000,977,Joe Mantegna,10000,326308,499147.254,Crime|Drama|Thriller,Viggo Mortensen,Albino Alligator ,6632,13718,Faye Dunaway,3,bar|box office flop|hostage|new orleans louisiana|police,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,69,English,USA,R,5000000,7648406.628,1996,1000,6.1,2.35,225,1
Color,Morgan J. Freeman,31,90,204,697,John Heard,1000,99147,145987.5707,Drama,Ethan Suplee,Desert Blue ,1884,3207,Sara Gilbert,3,cola|desert|ice cream cone|teenage girl|vomiting,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,28,English,USA,R,2000000,2944871.166,1998,697,6.2,1.85,69,1
Color,Tobe Hooper,159,101,365,14,Lou Perryman,237,8025872,17575414.79,Comedy|Horror,Bill Johnson,The Texas Chainsaw Massacre 2 ,19234,302,Jim Siedow,3,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,258,English,USA,X,4700000,10292270.99,1986,28,5.5,1.85,0,1
Color,Richard Kelly,283,133,219,701,Mary McDonnell,15000,727883,986431.4804,Drama|Sci-Fi|Thriller,Jake Gyllenhaal,Donnie Darko ,580999,17040,James Duval,1,1980s|death|insanity|parallel universe|time travel,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,2110,English,USA,R,4500000,6098427.442,2001,933,8.1,2.35,33000,1
Color,Ernie Barbarash,29,103,249,261,Michael J. Morris,2000,8691,8811.084233,Action|Adventure,Michael Jai White,Falcon Rising ,4952,3089,Lateef Crowder,1,,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,32,English,USA,R,4500000,4562176.855,2014,298,5.8,,0,1
Color,Joe Wright,256,111,456,394,Cara Delevingne,20000,34964818,35405903.69,Adventure|Family|Fantasy,Hugh Jackman,Pan ,39975,21404,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,USA,PG,150000000,151892269.3,2015,559,5.8,2.35,24000,1
Color,Marc Forster,153,112,395,80,Peter Boyle,13000,31252964,42354207.4,Drama|Romance,Heath Ledger,Monster's Ball ,71495,13707,Marcus Lyle Brown,1,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,522,English,USA,R,4000000,5420824.393,2001,595,7.1,2.35,0,1
Color,Henry Hobson,256,95,9,428,J.D. Evermore,584,131175,132829.7895,Drama|Horror,Joely Richardson,Maggie ,30219,1885,David A Cole,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,200,English,USA,PG-13,8500000,8607228.595,2015,430,5.6,2.35,22000,1
Color,Rob Cohen,149,91,357,326,Hill Harper,3000,35385560,35831953.4,Mystery|Thriller,Ryan Guzman,The Boy Next Door ,27198,4807,Adam Hicks,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,131,English,USA,R,4000000,4050460.515,2015,465,4.6,2.35,8000,1
Color,Lisa Cholodenko,323,106,450,712,Mia Wasikowska,14000,20803237,22897432.32,Comedy|Drama,Josh Hutcherson,The Kids Are All Right ,110616,18645,Yaya DaCosta,1,biological father|college|motorcycle|sperm|sperm donor,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,291,English,USA,R,3500000,3852333.804,2010,3000,7.1,1.85,16000,1
Color,DJ Pooh,27,93,69,69,Dr. Dre,522,10097096,13683646.07,Comedy,Angell Conwell,The Wash ,5612,955,DJ Pooh,2,african american stereotype|car wash|rent|roommate|threatening telephone call,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,38,English,USA,R,4000000,5420824.393,2001,231,4.6,1.85,842,1
Color,DJ Pooh,22,82,69,585,Mike Epps,939,9821335,13688671.02,Comedy,Mo'Nique,3 Strikes ,1415,3354,Faizon Love,1,adult diaper|diaper|digit in title|dream|sawed off shotgun,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,10,English,USA,R,6000000,8362613.24,2000,706,4,1.85,118,1
Color,Wayne Kramer,157,101,47,407,Paul Sorvino,658,8243880,10753200.58,Crime|Drama|Fantasy|Romance,Estella Warren,The Cooler ,28714,3086,Shawn Hatosy,1,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,215,English,USA,R,3200000,4174034.783,2003,636,7,2.35,762,1
Color,Michael Tiddes,69,86,89,511,Essence Atkins,986,17314483,17553718.58,Comedy|Fantasy,Ashley Rickards,A Haunted House 2 ,14621,4073,Gabriel Iglesias,2,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,48,English,USA,R,4000000,4055268.316,2014,713,4.7,1.85,0,1
Color,Roger Avary,143,110,675,968,Faye Dunaway,16000,6525762,8706106.505,Comedy|Drama|Romance,Ian Somerhalder,The Rules of Attraction ,44339,19928,Clifton Collins Jr.,2,bisexual|college|drug dealer|drugs|student,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,425,English,USA,R,4000000,5336453.585,2002,977,6.7,1.85,0,1
Color,Allison Anders,51,110,99,960,Alicia Witt,4000,4301331,6773947.174,Comedy|Fantasy,Salma Hayek,Four Rooms ,78241,7921,Lili Taylor,6,bellhop|coven|gangster|hotel|new year's eve,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,177,English,USA,R,4000000,6299396.325,1995,975,6.7,1.85,0,1
Color,Steven Shainberg,163,104,30,296,Stephen McHattie,769,4046737,5398806.043,Comedy|Drama|Romance,Jeremy Davies,Secretary ,67949,2251,Lesley Ann Warren,1,bdsm|employer employee relationship|hospital|mental hospital|secretary,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,390,English,USA,R,4000000,5336453.585,2002,413,7.1,1.85,15000,1
Color,Rick de Oliveira,52,96,2,0,Alan Taylor,960,3713002,4843187.342,Documentary,Laura Ramsey,The Real Cancun ,3611,972,Benjamin Fletcher,1,cancun mexico|mexico|spring break|vacation|wisconsin,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,62,English,USA,R,8000000,10435086.96,2003,12,2.7,1.85,131,1
Color,Jeff Franklin,45,94,24,545,Tyra Banks,834,2800000,4033731.092,Comedy,Ivana Milicevic,Love Stinks ,4377,2662,Bridgette Wilson-Sampras,3,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,85,English,USA,R,4000000,5762472.989,1999,625,5.8,1.85,309,1
Color,John Dahl,121,93,131,90,Aaron Hughes,497,2426851,2809750.255,Comedy|Crime|Romance|Thriller,Philip Baker Hall,You Kill Me ,16224,776,Jayne Eastwood,1,alcoholic|buffalo new york|claim in title|embalming|mortuary,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,76,English,USA,R,4000000,4631104.679,2007,113,6.5,2.55,830,1
Color,Mars Callahan,41,99,60,444,Ricky Schroder,979,562059,749850.4414,Drama|Thriller,Chazz Palminteri,Poolhall Junkies ,8535,3130,Ernie Reyes Jr.,4,beating|hustler|jail|money|revenge,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,113,English,USA,R,4000000,5336453.585,2002,665,7,1.85,872,1
Color,David Gordon Green,232,117,234,221,Tye Sheridan,12000,371897,383151.7545,Drama,Nicolas Cage,Joe ,36494,13607,Ronnie Gene Blevins,2,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,118,English,USA,R,4000000,4121052.383,2013,1000,6.9,2.35,11000,1
Color,Barry Levinson,34,103,272,70,Brían F. O'Byrne,736,75078,104641.3795,Comedy,Anna Friel,An Everlasting Piece ,1398,1403,Pauline McLynn,4,alopecia|belfast northern ireland|ireland|irish republican army|scalper,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,26,English,USA,R,14000000,19512764.23,2000,450,6.3,1.85,132,1
Color,Jim Mickle,215,98,53,65,Michael Cerveris,530,18469,20328.21515,Drama|Horror|Sci-Fi,Connor Paolo,Stake Land ,34263,1038,Nick Damici,1,canada|post apocalypse|road movie|vampire|vampire hunter,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1,141,English,USA,R,650000,715433.4208,2010,238,6.5,2.35,0,1
Color,Stephen Kay,12,92,19,599,Marg Helgenberger,18000,12836,19194.57852,Biography|Drama,Keanu Reeves,The Last Time I Committed Suicide ,1686,20135,Gretchen Mol,1,1940s|female bare foot|picket fence|tire|vomiting,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,28,English,USA,R,4000000,5981482.866,1997,759,5.8,1.85,161,1
Color,Victor Fleming,157,226,149,248,George Reeves,503,198655278,3430119231,Drama|History|Romance|War,Hattie McDaniel,Gone with the Wind ,215340,1862,Thomas Mitchell,1,battle of the sexes|gallantry|honesty|indifference|scandal,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,706,English,USA,G,3977000,68669628.71,1939,384,8.2,1.37,16000,1
Color,Sam Peckinpah,53,152,541,288,Slim Pickens,773,14873,113321.4003,Adventure|War|Western,James Coburn,Major Dundee ,5294,2888,Warren Oates,2,apache|apache indian|confederate|mexico|scout,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1,67,English,USA,Approved,3800000,28953225.4,1965,575,6.8,2.35,251,1
Black and White,F. Gary Gray,20,97,473,624,John Witherspoon,826,27900000,43938289.37,Comedy|Drama,Nia Long,Friday ,74626,3455,Tony Cox,1,bully|drug dealer|first part|neighbor|neighborhood,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,157,English,USA,R,3500000,5511971.785,1995,723,7.3,1.85,8000,
Color,Albert Hughes,28,97,117,556,Larenz Tate,851,27900000,46340451.9,Crime|Drama|Thriller,Jada Pinkett Smith,Menace II Society ,39508,3036,Khandi Alexander,2,1990s|escape|graduation|hustler|street,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,96,English,USA,R,3500000,5813318.339,1993,582,7.5,1.85,0,1
Black and White,Bill Condon,127,105,386,248,Lynn Redgrave,3000,6390032,9408910.492,Biography|Drama,Brendan Fraser,Gods and Monsters ,24977,4238,Kevin J. O'Connor,2,friendship|gardener|gay interest|homosexual|memory,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,229,English,USA,R,3500000,5153524.54,1998,258,7.5,2.35,0,
Color,Akiva Schaffer,265,102,82,536,Nicholas Braun,622,34350553,35908487.04,Action|Comedy|Sci-Fi,Will Forte,The Watch ,104072,2486,Rosemarie DeWitt,4,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207,English,USA,R,68000000,71084070.14,2012,591,5.7,2.35,15000,1
Color,Adam Rapp,50,98,9,405,Will Ferrell,11000,101228,124400.556,Comedy|Drama,Zooey Deschanel,Winter Passing ,7228,20009,Dallas Roberts,4,love|michigan|musician|novelist|student,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1,53,English,USA,R,3500000,4301200.717,2005,8000,6.4,1.85,414,1
Color,Angela Robinson,50,91,23,660,Geoff Stults,4000,96793,122980.4,Action|Comedy|Romance,Jordana Brewster,D.E.B.S. ,12188,6380,Scoot McNairy,3,1959 cadillac|diamonds|female villain|force field|voyeurism,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,135,English,USA,PG-13,3500000,4446926.945,2004,756,5.3,2.35,1000,1
Color,J.C. Chandor,290,107,78,969,Demi Moore,18000,5354039,5712690.277,Biography|Drama|Thriller,Kevin Spacey,Margin Call ,92599,22834,Ashley Williams,8,capital management|financial crisis|financial disaster|investment fraud|management,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,225,English,USA,R,3500000,3734454.674,2011,2000,7.1,1.85,21000,1
Color,Mike Mills,261,105,101,157,Lou Taylor Pucci,1000,5776314,6357797.053,Comedy|Drama|Romance,Goran Visnjic,Beginners ,73349,2016,Mary Page Keller,4,actress|cancer|death|french|gay relationship,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,142,English,USA,R,3200000,3522133.764,2010,394,7.2,1.85,15000,1
Color,John Landis,94,109,644,559,Karen Allen,1000,141600000,521242196.3,Comedy,John Belushi,Animal House ,90177,3468,Tim Matheson,6,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,257,English,USA,R,3000000,11043266.87,1978,783,7.6,1.85,0,1
Color,David Raynr,24,113,9,12,Mikki Padilla,71,19184015,25593651.41,Biography|Comedy|Documentary,Nancy O'Dell,Martin Lawrence Live: Runteldat ,1466,159,Dayna Devon,1,actor name in title|colon in title|four word title|live performance|satire,http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1,35,English,USA,R,3000000,4002340.189,2002,65,5.4,1.85,63,1
Color,Patrick Read Johnson,16,100,32,175,Royal Dano,610,15369573,28223451.47,Adventure|Comedy|Sci-Fi,Ariana Richards,Spaced Invaders ,2580,1441,Tonya Lee Williams,1,alien|halloween|killer robot|outer space|wrestler costume,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,54,English,USA,PG,3000000,5508959.449,1990,232,5.3,1.85,710,1
Color,Benny Boom,49,84,23,706,Donald Faison,1000,10017041,11206271.92,Action|Comedy|Crime,Omari Hardwick,Next Day Air ,8265,4815,Mike Epps,3,cocaine|package|slow motion scene|topless female nudity|wrong address,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,20,English,USA,R,3000000,3356162.34,2009,927,5.9,1.85,545,1
Color,Christopher Leitch,29,95,4,152,Robert Neary,641,7888703,16666760.04,Comedy|Fantasy,John Astin,Teen Wolf Too ,8465,1389,Kim Darby,1,falling in love|glowing eyes|insult|teenager|three word title,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,65,English,USA,PG,3000000,6338213.028,1987,168,3.2,1.85,491,1
Color,Don Coscarelli,81,97,152,135,A. Michael Baldwin,674,7282851,14775445.65,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,Phantasm II ,9502,1395,James Le Gros,1,cemetery|female nudity|mortuary|sphere|tall man,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1,100,English,USA,R,3000000,6086398.986,1988,174,6.5,1.85,812,1
Color,Patricia Cardoso,75,90,15,453,Lupe Ontiveros,953,5844929,7797798.08,Comedy|Drama,America Ferrera,Real Women Have Curves ,6000,2510,George Lopez,1,education|factory|high school|mexican american|religious icon,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1,109,English,USA,PG-13,3000000,4002340.189,2002,625,7,1.85,595,1
